t,T
20100,301.902
20110,301.912
20120,301.922
20130,301.933
20140,301.943
20150,301.954
20160,301.964
20170,301.975
20180,301.985
20190,301.996
20200,302.007
20210,302.018
20220,302.028
20230,302.039
20240,302.05
20250,302.061
20260,302.072
20270,302.083
20280,302.094
20290,302.105
20300,302.116
20310,302.128
20320,302.139
20330,302.15
20340,302.162
20350,302.173
20360,302.184
20370,302.196
20380,302.208
20390,302.219
20400,302.231
20410,302.242
20420,302.254
20430,302.266
20440,302.278
20450,302.29
20460,302.302
20470,302.314
20480,302.326
20490,302.338
20500,302.35
20510,302.362
20520,302.374
20530,302.387
20540,302.399
20550,302.411
20560,302.424
20570,302.436
20580,302.449
20590,302.461
20600,302.474
20610,302.486
20620,302.499
20630,302.512
20640,302.525
20650,302.538
20660,302.55
20670,302.563
20680,302.576
20690,302.589
20700,302.603
20710,302.616
20720,302.629
20730,302.642
20740,302.655
20750,302.669
20760,302.682
20770,302.696
20780,302.709
20790,302.723
20800,302.736
20810,302.75
20820,302.764
20830,302.777
20840,302.791
20850,302.805
20860,302.819
20870,302.833
20880,302.847
20890,302.861
20900,302.875
20910,302.889
20920,302.903
20930,302.917
20940,302.932
20950,302.946
20960,302.96
20970,302.975
20980,302.989
20990,303.004
21000,303.018
21010,303.033
21020,303.048
21030,303.063
21040,303.077
21050,303.092
21060,303.107
21070,303.122
21080,303.137
21090,303.152
21100,303.167
21110,303.182
21120,303.197
21130,303.213
21140,303.228
21150,303.243
21160,303.259
21170,303.274
21180,303.289
21190,303.305
21200,303.321
21210,303.336
21220,303.352
21230,303.368
21240,303.383
21250,303.399
21260,303.415
21270,303.431
21280,303.447
21290,303.463
21300,303.479
21310,303.495
21320,303.511
21330,303.527
21340,303.544
21350,303.56
21360,303.576
21370,303.593
21380,303.609
21390,303.626
21400,303.642
21410,303.659
21420,303.675
21430,303.692
21440,303.709
21450,303.726
21460,303.742
21470,303.759
21480,303.776
21490,303.793
21500,303.81
21510,303.827
21520,303.844
21530,303.862
21540,303.879
21550,303.896
21560,303.913
21570,303.931
21580,303.948
21590,303.965
21600,303.983
21610,304.0
21620,304.018
21630,304.036
21640,304.053
21650,304.071
21660,304.089
21670,304.106
21680,304.124
21690,304.142
21700,304.16
21710,304.178
21720,304.196
21730,304.214
21740,304.232
21750,304.25
21760,304.268
21770,304.287
21780,304.305
21790,304.323
21800,304.342
21810,304.36
21820,304.378
21830,304.397
21840,304.415
21850,304.434
21860,304.452
21870,304.471
21880,304.49
21890,304.508
21900,304.527
21910,304.546
21920,304.565
21930,304.584
21940,304.602
21950,304.621
21960,304.64
21970,304.659
21980,304.678
21990,304.697
22000,304.717
22010,304.736
22020,304.755
22030,304.774
22040,304.793
22050,304.813
22060,304.832
22070,304.851
22080,304.871
22090,304.89
22100,304.91
22110,304.929
22120,304.949
22130,304.968
22140,304.988
22150,305.007
22160,305.027
22170,305.047
22180,305.066
22190,305.086
22200,305.106
22210,305.126
22220,305.146
22230,305.165
22240,305.185
22250,305.205
22260,305.225
22270,305.245
22280,305.265
22290,305.285
22300,305.305
22310,305.325
22320,305.345
22330,305.366
22340,305.386
22350,305.406
22360,305.426
22370,305.446
22380,305.467
22390,305.487
22400,305.507
22410,305.528
22420,305.548
22430,305.568
22440,305.589
22450,305.609
22460,305.629
22470,305.65
22480,305.67
22490,305.691
22500,305.711
22510,305.732
22520,305.752
22530,305.773
22540,305.793
22550,305.814
22560,305.835
22570,305.855
22580,305.876
22590,305.896
22600,305.917
22610,305.938
22620,305.958
22630,305.979
22640,306.0
22650,306.02
22660,306.041
22670,306.062
22680,306.082
22690,306.103
22700,306.124
22710,306.145
22720,306.165
22730,306.186
22740,306.207
22750,306.228
22760,306.248
22770,306.269
22780,306.29
22790,306.311
22800,306.332
22810,306.352
22820,306.373
22830,306.394
22840,306.415
22850,306.436
22860,306.456
22870,306.477
22880,306.498
22890,306.519
22900,306.539
22910,306.56
22920,306.581
22930,306.602
22940,306.622
22950,306.643
22960,306.664
22970,306.685
22980,306.705
22990,306.726
23000,306.747
23010,306.767
23020,306.788
23030,306.809
23040,306.829
23050,306.85
23060,306.871
23070,306.891
23080,306.912
23090,306.933
23100,306.953
23110,306.974
23120,306.994
23130,307.015
23140,307.035
23150,307.056
23160,307.076
23170,307.097
23180,307.117
23190,307.137
23200,307.158
23210,307.178
23220,307.198
23230,307.219
23240,307.239
23250,307.259
23260,307.279
23270,307.3
23280,307.32
23290,307.34
23300,307.36
23310,307.38
23320,307.4
23330,307.42
23340,307.44
23350,307.46
23360,307.48
23370,307.5
23380,307.52
23390,307.539
23400,307.559
23410,307.579
23420,307.599
23430,307.618
23440,307.638
23450,307.657
23460,307.677
23470,307.697
23480,307.716
23490,307.735
23500,307.755
23510,307.774
23520,307.793
23530,307.813
23540,307.832
23550,307.851
23560,307.87
23570,307.889
23580,307.908
23590,307.927
23600,307.946
23610,307.965
23620,307.984
23630,308.002
23640,308.021
23650,308.04
23660,308.058
23670,308.077
23680,308.095
23690,308.114
23700,308.132
23710,308.15
23720,308.168
23730,308.187
23740,308.205
23750,308.223
23760,308.241
23770,308.259
23780,308.277
23790,308.294
23800,308.312
23810,308.33
23820,308.348
23830,308.365
23840,308.383
23850,308.4
23860,308.417
23870,308.435
23880,308.452
23890,308.469
23900,308.486
23910,308.503
23920,308.52
23930,308.537
23940,308.554
23950,308.57
23960,308.587
23970,308.604
23980,308.62
23990,308.637
24000,308.653
24010,308.669
24020,308.685
24030,308.702
24040,308.718
24050,308.734
24060,308.749
24070,308.765
24080,308.781
24090,308.797
24100,308.812
24110,308.828
24120,308.843
24130,308.858
24140,308.874
24150,308.889
24160,308.904
24170,308.919
24180,308.934
24190,308.948
24200,308.963
24210,308.978
24220,308.992
24230,309.007
24240,309.021
24250,309.035
24260,309.05
24270,309.064
24280,309.078
24290,309.092
24300,309.106
24310,309.119
24320,309.133
24330,309.146
24340,309.16
24350,309.173
24360,309.187
24370,309.2
24380,309.213
24390,309.226
24400,309.239
24410,309.251
24420,309.264
24430,309.277
24440,309.289
24450,309.302
24460,309.314
24470,309.326
24480,309.338
24490,309.35
24500,309.362
24510,309.374
24520,309.386
24530,309.397
24540,309.409
24550,309.42
24560,309.432
24570,309.443
24580,309.454
24590,309.465
24600,309.476
24610,309.487
24620,309.498
24630,309.508
24640,309.519
24650,309.529
24660,309.54
24670,309.55
24680,309.56
24690,309.57
24700,309.58
24710,309.59
24720,309.599
24730,309.609
24740,309.619
24750,309.628
24760,309.637
24770,309.646
24780,309.656
24790,309.665
24800,309.673
24810,309.682
24820,309.691
24830,309.7
24840,309.708
24850,309.716
24860,309.725
24870,309.733
24880,309.741
24890,309.749
24900,309.757
24910,309.765
24920,309.772
24930,309.78
24940,309.787
24950,309.795
24960,309.802
24970,309.809
24980,309.816
24990,309.823
25000,309.83
25010,309.837
25020,309.844
25030,309.85
25040,309.857
25050,309.863
25060,309.869
25070,309.875
25080,309.881
25090,309.887
25100,309.893
25110,309.899
25120,309.905
25130,309.91
25140,309.916
25150,309.921
25160,309.927
25170,309.932
25180,309.937
25190,309.942
25200,309.947
25210,309.952
25220,309.956
25230,309.961
25240,309.966
25250,309.97
25260,309.974
25270,309.979
25280,309.983
25290,309.987
25300,309.991
25310,309.995
25320,309.999
25330,310.002
25340,310.006
25350,310.01
25360,310.013
25370,310.017
25380,310.02
25390,310.023
25400,310.026
25410,310.029
25420,310.032
25430,310.035
25440,310.038
25450,310.041
25460,310.043
25470,310.046
25480,310.048
25490,310.051
25500,310.053
25510,310.055
25520,310.057
25530,310.06
25540,310.062
25550,310.063
25560,310.065
25570,310.067
25580,310.069
25590,310.071
25600,310.072
25610,310.074
25620,310.075
25630,310.076
25640,310.078
25650,310.079
25660,310.08
25670,310.081
25680,310.082
25690,310.083
25700,310.084
25710,310.085
25720,310.086
25730,310.087
25740,310.087
25750,310.088
25760,310.088
25770,310.089
25780,310.089
25790,310.09
25800,310.09
25810,310.09
25820,310.091
25830,310.091
25840,310.091
25850,310.091
25860,310.091
25870,310.091
25880,310.091
25890,310.091
25900,310.091
25910,310.09
25920,310.09
25930,310.09
25940,310.09
25950,310.089
25960,310.089
25970,310.088
25980,310.088
25990,310.087
26000,310.087
26010,310.086
26020,310.085
26030,310.085
26040,310.084
26050,310.083
26060,310.082
26070,310.082
26080,310.081
26090,310.08
26100,310.079
26110,310.078
26120,310.077
26130,310.076
26140,310.075
26150,310.074
26160,310.073
26170,310.072
26180,310.071
26190,310.07
26200,310.069
26210,310.068
26220,310.067
26230,310.065
26240,310.064
26250,310.063
26260,310.062
26270,310.061
26280,310.059
26290,310.058
26300,310.057
26310,310.056
26320,310.055
26330,310.053
26340,310.052
26350,310.051
26360,310.049
26370,310.048
26380,310.047
26390,310.046
26400,310.044
26410,310.043
26420,310.042
26430,310.041
26440,310.039
26450,310.038
26460,310.037
26470,310.036
26480,310.034
26490,310.033
26500,310.032
26510,310.031
26520,310.03
26530,310.028
26540,310.027
26550,310.026
26560,310.025
26570,310.024
26580,310.023
26590,310.022
26600,310.021
26610,310.02
26620,310.019
26630,310.018
26640,310.017
26650,310.016
26660,310.015
26670,310.014
26680,310.013
26690,310.012
26700,310.011
26710,310.011
26720,310.01
26730,310.009
26740,310.008
26750,310.008
26760,310.007
26770,310.006
26780,310.006
26790,310.005
26800,310.005
26810,310.004
26820,310.004
26830,310.003
26840,310.003
26850,310.003
26860,310.002
26870,310.002
26880,310.002
26890,310.002
26900,310.002
26910,310.002
26920,310.002
26930,310.001
26940,310.002
26950,310.002
26960,310.002
26970,310.002
26980,310.002
26990,310.002
27000,310.003
27010,310.003
27020,310.003
27030,310.004
27040,310.004
27050,310.005
27060,310.006
27070,310.006
27080,310.007
27090,310.008
27100,310.008
27110,310.009
27120,310.01
27130,310.011
27140,310.012
27150,310.013
27160,310.015
27170,310.016
27180,310.017
27190,310.018
27200,310.02
27210,310.021
27220,310.023
27230,310.024
27240,310.026
27250,310.027
27260,310.029
27270,310.031
27280,310.033
27290,310.035
27300,310.037
27310,310.039
27320,310.041
27330,310.043
27340,310.045
27350,310.047
27360,310.05
27370,310.052
27380,310.054
27390,310.057
27400,310.06
27410,310.062
27420,310.065
27430,310.068
27440,310.071
27450,310.073
27460,310.076
27470,310.08
27480,310.083
27490,310.086
27500,310.089
27510,310.092
27520,310.096
27530,310.099
27540,310.103
27550,310.106
27560,310.11
27570,310.114
27580,310.117
27590,310.121
27600,310.125
27610,310.129
27620,310.133
27630,310.137
27640,310.142
27650,310.146
27660,310.15
27670,310.155
27680,310.159
27690,310.164
27700,310.168
27710,310.173
27720,310.178
27730,310.183
27740,310.188
27750,310.193
27760,310.198
27770,310.203
27780,310.208
27790,310.213
27800,310.218
27810,310.224
27820,310.229
27830,310.235
27840,310.241
27850,310.246
27860,310.252
27870,310.258
27880,310.264
27890,310.27
27900,310.276
27910,310.282
27920,310.288
27930,310.294
27940,310.301
27950,310.307
27960,310.313
27970,310.32
27980,310.327
27990,310.333
28000,310.34
28010,310.347
28020,310.354
28030,310.361
28040,310.368
28050,310.375
28060,310.382
28070,310.389
28080,310.396
28090,310.404
28100,310.411
28110,310.419
28120,310.426
28130,310.434
28140,310.442
28150,310.45
28160,310.457
28170,310.465
28180,310.473
28190,310.482
28200,310.49
28210,310.498
28220,310.506
28230,310.515
28240,310.523
28250,310.531
28260,310.54
28270,310.549
28280,310.557
28290,310.566
28300,310.575
28310,310.584
28320,310.593
28330,310.602
28340,310.611
28350,310.62
28360,310.629
28370,310.639
28380,310.648
28390,310.657
28400,310.667
28410,310.676
28420,310.686
28430,310.696
28440,310.705
28450,310.715
28460,310.725
28470,310.735
28480,310.745
28490,310.755
28500,310.765
28510,310.776
28520,310.786
28530,310.796
28540,310.807
28550,310.817
28560,310.827
28570,310.838
28580,310.849
28590,310.859
28600,310.87
28610,310.881
28620,310.892
28630,310.903
28640,310.914
28650,310.925
28660,310.936
28670,310.947
28680,310.958
28690,310.97
28700,310.981
28710,310.993
28720,311.004
28730,311.016
28740,311.027
28750,311.039
28760,311.051
28770,311.062
28780,311.074
28790,311.086
28800,311.098
28810,311.11
28820,311.122
28830,311.134
28840,311.146
28850,311.159
28860,311.171
28870,311.183
28880,311.195
28890,311.208
28900,311.22
28910,311.233
28920,311.246
28930,311.258
28940,311.271
28950,311.284
28960,311.296
28970,311.309
28980,311.322
28990,311.335
29000,311.348
29010,311.361
29020,311.374
29030,311.387
29040,311.401
29050,311.414
29060,311.427
29070,311.44
29080,311.454
29090,311.467
29100,311.481
29110,311.494
29120,311.508
29130,311.521
29140,311.535
29150,311.549
29160,311.563
29170,311.576
29180,311.59
29190,311.604
29200,311.618
29210,311.632
29220,311.646
29230,311.66
29240,311.674
29250,311.688
29260,311.702
29270,311.717
29280,311.731
29290,311.745
29300,311.759
29310,311.774
29320,311.788
29330,311.803
29340,311.817
29350,311.832
29360,311.846
29370,311.861
29380,311.875
29390,311.89
29400,311.905
29410,311.919
29420,311.934
29430,311.949
29440,311.964
29450,311.979
29460,311.993
29470,312.008
29480,312.023
29490,312.038
29500,312.053
29510,312.068
29520,312.083
29530,312.098
29540,312.114
29550,312.129
29560,312.144
29570,312.159
29580,312.174
29590,312.19
29600,312.205
29610,312.22
29620,312.235
29630,312.251
29640,312.266
29650,312.282
29660,312.297
29670,312.312
29680,312.328
29690,312.343
29700,312.359
29710,312.374
29720,312.39
29730,312.405
29740,312.421
29750,312.437
29760,312.452
29770,312.468
29780,312.484
29790,312.499
29800,312.515
29810,312.531
29820,312.546
29830,312.562
29840,312.578
29850,312.593
29860,312.609
29870,312.625
29880,312.641
29890,312.657
29900,312.672
29910,312.688
29920,312.704
29930,312.72
29940,312.736
29950,312.752
29960,312.767
29970,312.783
29980,312.799
29990,312.815
30000,312.831
30010,312.847
30020,312.863
30030,312.878
30040,312.894
30050,312.91
30060,312.926
30070,312.942
30080,312.958
30090,312.974
30100,312.99
30110,313.006
30120,313.021
30130,313.037
30140,313.053
30150,313.069
30160,313.085
30170,313.101
30180,313.117
30190,313.132
30200,313.148
30210,313.164
30220,313.18
30230,313.196
30240,313.212
30250,313.227
30260,313.243
30270,313.259
30280,313.275
30290,313.29
30300,313.306
30310,313.322
30320,313.338
30330,313.353
30340,313.369
30350,313.385
30360,313.4
30370,313.416
30380,313.432
30390,313.447
30400,313.463
30410,313.478
30420,313.494
30430,313.509
30440,313.525
30450,313.54
30460,313.556
30470,313.571
30480,313.587
30490,313.602
30500,313.617
30510,313.633
30520,313.648
30530,313.663
30540,313.679
30550,313.694
30560,313.709
30570,313.724
30580,313.739
30590,313.754
30600,313.77
30610,313.785
30620,313.8
30630,313.815
30640,313.829
30650,313.844
30660,313.859
30670,313.874
30680,313.889
30690,313.904
30700,313.918
30710,313.933
30720,313.948
30730,313.962
30740,313.977
30750,313.992
30760,314.006
30770,314.021
30780,314.035
30790,314.049
30800,314.064
30810,314.078
30820,314.092
30830,314.106
30840,314.121
30850,314.135
30860,314.149
30870,314.163
30880,314.177
30890,314.191
30900,314.205
30910,314.218
30920,314.232
30930,314.246
30940,314.26
30950,314.273
30960,314.287
30970,314.3
30980,314.314
30990,314.327
31000,314.341
31010,314.354
31020,314.367
31030,314.38
31040,314.393
31050,314.407
31060,314.42
31070,314.433
31080,314.446
31090,314.458
31100,314.471
31110,314.484
31120,314.497
31130,314.509
31140,314.522
31150,314.534
31160,314.547
31170,314.559
31180,314.571
31190,314.584
31200,314.596
31210,314.608
31220,314.62
31230,314.632
31240,314.644
31250,314.656
31260,314.667
31270,314.679
31280,314.691
31290,314.702
31300,314.714
31310,314.725
31320,314.737
31330,314.748
31340,314.759
31350,314.77
31360,314.781
31370,314.792
31380,314.803
31390,314.814
31400,314.825
31410,314.836
31420,314.846
31430,314.857
31440,314.867
31450,314.878
31460,314.888
31470,314.898
31480,314.909
31490,314.919
31500,314.929
31510,314.939
31520,314.949
31530,314.958
31540,314.968
31550,314.978
31560,314.987
31570,314.997
31580,315.006
31590,315.015
31600,315.025
31610,315.034
31620,315.043
31630,315.052
31640,315.061
31650,315.07
31660,315.078
31670,315.087
31680,315.096
31690,315.104
31700,315.113
31710,315.121
31720,315.129
31730,315.137
31740,315.145
31750,315.153
31760,315.161
31770,315.169
31780,315.177
31790,315.185
31800,315.192
31810,315.2
31820,315.207
31830,315.214
31840,315.222
31850,315.229
31860,315.236
31870,315.243
31880,315.25
31890,315.256
31900,315.263
31910,315.27
31920,315.276
31930,315.283
31940,315.289
31950,315.295
31960,315.302
31970,315.308
31980,315.314
31990,315.32
32000,315.325
32010,315.331
32020,315.337
32030,315.342
32040,315.348
32050,315.353
32060,315.359
32070,315.364
32080,315.369
32090,315.374
32100,315.379
32110,315.384
32120,315.388
32130,315.393
32140,315.398
32150,315.402
32160,315.407
32170,315.411
32180,315.415
32190,315.419
32200,315.423
32210,315.427
32220,315.431
32230,315.435
32240,315.439
32250,315.442
32260,315.446
32270,315.449
32280,315.453
32290,315.456
32300,315.459
32310,315.462
32320,315.465
32330,315.468
32340,315.471
32350,315.474
32360,315.477
32370,315.479
32380,315.482
32390,315.484
32400,315.487
32410,315.489
32420,315.491
32430,315.493
32440,315.495
32450,315.497
32460,315.499
32470,315.501
32480,315.502
32490,315.504
32500,315.505
32510,315.507
32520,315.508
32530,315.509
32540,315.511
32550,315.512
32560,315.513
32570,315.514
32580,315.515
32590,315.515
32600,315.516
32610,315.517
32620,315.517
32630,315.518
32640,315.518
32650,315.518
32660,315.519
32670,315.519
32680,315.519
32690,315.519
32700,315.519
32710,315.519
32720,315.519
32730,315.518
32740,315.518
32750,315.518
32760,315.517
32770,315.517
32780,315.516
32790,315.515
32800,315.515
32810,315.514
32820,315.513
32830,315.512
32840,315.511
32850,315.51
32860,315.508
32870,315.507
32880,315.506
32890,315.505
32900,315.503
32910,315.502
32920,315.5
32930,315.498
32940,315.497
32950,315.495
32960,315.493
32970,315.491
32980,315.489
32990,315.487
33000,315.485
33010,315.483
33020,315.481
33030,315.479
33040,315.477
33050,315.474
33060,315.472
33070,315.469
33080,315.467
33090,315.464
33100,315.462
33110,315.459
33120,315.456
33130,315.454
33140,315.451
33150,315.448
33160,315.445
33170,315.442
33180,315.439
33190,315.436
33200,315.433
33210,315.43
33220,315.427
33230,315.424
33240,315.42
33250,315.417
33260,315.414
33270,315.41
33280,315.407
33290,315.403
33300,315.4
33310,315.396
33320,315.393
33330,315.389
33340,315.385
33350,315.382
33360,315.378
33370,315.374
33380,315.37
33390,315.367
33400,315.363
33410,315.359
33420,315.355
33430,315.351
33440,315.347
33450,315.343
33460,315.339
33470,315.335
33480,315.331
33490,315.327
33500,315.323
33510,315.318
33520,315.314
33530,315.31
33540,315.306
33550,315.302
33560,315.297
33570,315.293
33580,315.289
33590,315.284
33600,315.28
33610,315.276
33620,315.271
33630,315.267
33640,315.262
33650,315.258
33660,315.254
33670,315.249
33680,315.245
33690,315.24
33700,315.236
33710,315.231
33720,315.227
33730,315.222
33740,315.218
33750,315.213
33760,315.209
33770,315.204
33780,315.2
33790,315.195
33800,315.191
33810,315.186
33820,315.181
33830,315.177
33840,315.172
33850,315.168
33860,315.163
33870,315.159
33880,315.154
33890,315.15
33900,315.145
33910,315.141
33920,315.136
33930,315.131
33940,315.127
33950,315.122
33960,315.118
33970,315.113
33980,315.109
33990,315.104
34000,315.1
34010,315.096
34020,315.091
34030,315.087
34040,315.082
34050,315.078
34060,315.073
34070,315.069
34080,315.065
34090,315.06
34100,315.056
34110,315.052
34120,315.047
34130,315.043
34140,315.039
34150,315.035
34160,315.03
34170,315.026
34180,315.022
34190,315.018
34200,315.014
34210,315.009
34220,315.005
34230,315.001
34240,314.997
34250,314.993
34260,314.989
34270,314.985
34280,314.981
34290,314.977
34300,314.973
34310,314.97
34320,314.966
34330,314.962
34340,314.958
34350,314.954
34360,314.951
34370,314.947
34380,314.943
34390,314.94
34400,314.936
34410,314.932
34420,314.929
34430,314.925
34440,314.922
34450,314.918
34460,314.915
34470,314.912
34480,314.908
34490,314.905
34500,314.902
34510,314.899
34520,314.895
34530,314.892
34540,314.889
34550,314.886
34560,314.883
34570,314.88
34580,314.877
34590,314.874
34600,314.871
34610,314.868
34620,314.866
34630,314.863
34640,314.86
34650,314.857
34660,314.855
34670,314.852
34680,314.849
34690,314.847
34700,314.844
34710,314.842
34720,314.84
34730,314.837
34740,314.835
34750,314.833
34760,314.83
34770,314.828
34780,314.826
34790,314.824
34800,314.822
34810,314.82
34820,314.818
34830,314.816
34840,314.814
34850,314.812
34860,314.811
34870,314.809
34880,314.807
34890,314.806
34900,314.804
34910,314.803
34920,314.801
34930,314.8
34940,314.798
34950,314.797
34960,314.795
34970,314.794
34980,314.793
34990,314.792
35000,314.791
35010,314.79
35020,314.789
35030,314.788
35040,314.787
35050,314.786
35060,314.785
35070,314.784
35080,314.783
35090,314.783
35100,314.782
35110,314.781
35120,314.781
35130,314.78
35140,314.78
35150,314.78
35160,314.779
35170,314.779
35180,314.779
35190,314.778
35200,314.778
35210,314.778
35220,314.778
35230,314.778
35240,314.778
35250,314.778
35260,314.778
35270,314.778
35280,314.779
35290,314.779
35300,314.779
35310,314.779
35320,314.78
35330,314.78
35340,314.781
35350,314.781
35360,314.782
35370,314.783
35380,314.783
35390,314.784
35400,314.785
35410,314.786
35420,314.786
35430,314.787
35440,314.788
35450,314.789
35460,314.79
35470,314.792
35480,314.793
35490,314.794
35500,314.795
35510,314.796
35520,314.798
35530,314.799
35540,314.8
35550,314.802
35560,314.803
35570,314.805
35580,314.807
35590,314.808
35600,314.81
35610,314.812
35620,314.813
35630,314.815
35640,314.817
35650,314.819
35660,314.821
35670,314.823
35680,314.825
35690,314.827
35700,314.829
35710,314.831
35720,314.833
35730,314.836
35740,314.838
35750,314.84
35760,314.842
35770,314.845
35780,314.847
35790,314.85
35800,314.852
35810,314.855
35820,314.857
35830,314.86
35840,314.863
35850,314.865
35860,314.868
35870,314.871
35880,314.874
35890,314.876
35900,314.879
35910,314.882
35920,314.885
35930,314.888
35940,314.891
35950,314.894
35960,314.897
35970,314.9
35980,314.903
35990,314.907
36000,314.91
36010,314.913
36020,314.916
36030,314.92
36040,314.923
36050,314.926
36060,314.93
36070,314.933
36080,314.937
36090,314.94
36100,314.944
36110,314.947
36120,314.951
36130,314.954
36140,314.958
36150,314.962
36160,314.965
36170,314.969
36180,314.973
36190,314.977
36200,314.98
36210,314.984
36220,314.988
36230,314.992
36240,314.996
36250,315.0
36260,315.004
36270,315.008
36280,315.012
36290,315.016
36300,315.02
36310,315.024
36320,315.028
36330,315.032
36340,315.036
36350,315.04
36360,315.044
36370,315.048
36380,315.053
36390,315.057
36400,315.061
36410,315.065
36420,315.069
36430,315.074
36440,315.078
36450,315.082
36460,315.087
36470,315.091
36480,315.095
36490,315.1
36500,315.104
36510,315.108
36520,315.113
36530,315.117
36540,315.122
36550,315.126
36560,315.131
36570,315.135
36580,315.14
36590,315.144
36600,315.149
36610,315.153
36620,315.158
36630,315.162
36640,315.167
36650,315.171
36660,315.176
36670,315.18
36680,315.185
36690,315.189
36700,315.194
36710,315.198
36720,315.203
36730,315.208
36740,315.212
36750,315.217
36760,315.221
36770,315.226
36780,315.231
36790,315.235
36800,315.24
36810,315.244
36820,315.249
36830,315.253
36840,315.258
36850,315.263
36860,315.267
36870,315.272
36880,315.276
36890,315.281
36900,315.286
36910,315.29
36920,315.295
36930,315.299
36940,315.304
36950,315.308
36960,315.313
36970,315.317
36980,315.322
36990,315.326
37000,315.331
37010,315.335
37020,315.34
37030,315.344
37040,315.349
37050,315.353
37060,315.358
37070,315.362
37080,315.367
37090,315.371
37100,315.375
37110,315.38
37120,315.384
37130,315.389
37140,315.393
37150,315.397
37160,315.402
37170,315.406
37180,315.41
37190,315.414
37200,315.419
37210,315.423
37220,315.427
37230,315.431
37240,315.435
37250,315.44
37260,315.444
37270,315.448
37280,315.452
37290,315.456
37300,315.46
37310,315.464
37320,315.468
37330,315.472
37340,315.476
37350,315.48
37360,315.484
37370,315.488
37380,315.491
37390,315.495
37400,315.499
37410,315.503
37420,315.507
37430,315.51
37440,315.514
37450,315.518
37460,315.521
37470,315.525
37480,315.528
37490,315.532
37500,315.535
37510,315.539
37520,315.542
37530,315.546
37540,315.549
37550,315.552
37560,315.556
37570,315.559
37580,315.562
37590,315.565
37600,315.568
37610,315.572
37620,315.575
37630,315.578
37640,315.581
37650,315.584
37660,315.587
37670,315.589
37680,315.592
37690,315.595
37700,315.598
37710,315.601
37720,315.603
37730,315.606
37740,315.609
37750,315.611
37760,315.614
37770,315.616
37780,315.618
37790,315.621
37800,315.623
37810,315.625
37820,315.628
37830,315.63
37840,315.632
37850,315.634
37860,315.636
37870,315.638
37880,315.64
37890,315.642
37900,315.644
37910,315.646
37920,315.647
37930,315.649
37940,315.651
37950,315.652
37960,315.654
37970,315.655
37980,315.657
37990,315.658
38000,315.66
38010,315.661
38020,315.662
38030,315.663
38040,315.664
38050,315.666
38060,315.667
38070,315.667
38080,315.668
38090,315.669
38100,315.67
38110,315.671
38120,315.671
38130,315.672
38140,315.672
38150,315.673
38160,315.673
38170,315.674
38180,315.674
38190,315.674
38200,315.674
38210,315.675
38220,315.675
38230,315.675
38240,315.675
38250,315.674
38260,315.674
38270,315.674
38280,315.674
38290,315.673
38300,315.673
38310,315.672
38320,315.672
38330,315.671
38340,315.67
38350,315.67
38360,315.669
38370,315.668
38380,315.667
38390,315.666
38400,315.665
38410,315.663
38420,315.662
38430,315.661
38440,315.659
38450,315.658
38460,315.656
38470,315.655
38480,315.653
38490,315.651
38500,315.65
38510,315.648
38520,315.646
38530,315.644
38540,315.641
38550,315.639
38560,315.637
38570,315.635
38580,315.632
38590,315.63
38600,315.627
38610,315.625
38620,315.622
38630,315.619
38640,315.616
38650,315.613
38660,315.61
38670,315.607
38680,315.604
38690,315.601
38700,315.597
38710,315.594
38720,315.59
38730,315.587
38740,315.583
38750,315.58
38760,315.576
38770,315.572
38780,315.568
38790,315.564
38800,315.56
38810,315.556
38820,315.551
38830,315.547
38840,315.543
38850,315.538
38860,315.533
38870,315.529
38880,315.524
38890,315.519
38900,315.514
38910,315.509
38920,315.504
38930,315.499
38940,315.494
38950,315.488
38960,315.483
38970,315.478
38980,315.472
38990,315.466
39000,315.461
39010,315.455
39020,315.449
39030,315.443
39040,315.437
39050,315.431
39060,315.424
39070,315.418
39080,315.412
39090,315.405
39100,315.399
39110,315.392
39120,315.385
39130,315.378
39140,315.372
39150,315.365
39160,315.357
39170,315.35
39180,315.343
39190,315.336
39200,315.328
39210,315.321
39220,315.313
39230,315.305
39240,315.298
39250,315.29
39260,315.282
39270,315.274
39280,315.266
39290,315.258
39300,315.249
39310,315.241
39320,315.233
39330,315.224
39340,315.215
39350,315.207
39360,315.198
39370,315.189
39380,315.18
39390,315.171
39400,315.162
39410,315.153
39420,315.143
39430,315.134
39440,315.125
39450,315.115
39460,315.105
39470,315.096
39480,315.086
39490,315.076
39500,315.066
39510,315.056
39520,315.046
39530,315.036
39540,315.025
39550,315.015
39560,315.004
39570,314.994
39580,314.983
39590,314.972
39600,314.962
39610,314.951
39620,314.94
39630,314.929
39640,314.917
39650,314.906
39660,314.895
39670,314.883
39680,314.872
39690,314.86
39700,314.849
39710,314.837
39720,314.825
39730,314.813
39740,314.801
39750,314.789
39760,314.777
39770,314.765
39780,314.752
39790,314.74
39800,314.728
39810,314.715
39820,314.702
39830,314.69
39840,314.677
39850,314.664
39860,314.651
39870,314.638
39880,314.625
39890,314.612
39900,314.598
39910,314.585
39920,314.572
39930,314.558
39940,314.544
39950,314.531
39960,314.517
39970,314.503
39980,314.489
39990,314.475
40000,314.461
40010,314.447
40020,314.433
40030,314.419
40040,314.404
40050,314.39
40060,314.375
40070,314.361
40080,314.346
